sku_id,brand,category,product,sku_ref,original_url,declared_image_url,product_page_url,final_image_url,status,local_path,sha256,failure_reason,classification_note,source_link_type,attempted_urls
SKU0001,Bottega Veneta,Outerwear,Intrecciato Leather Blouson,A007KNV6WX03167,https://bottega-veneta.dam.kering.com/asset/6d6d6ab6-ca9a-49bd-8a4d-6dadc438a3c0/Medium/A007KNV6WX03167_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/6d6d6ab6-ca9a-49bd-8a4d-6dadc438a3c0/Medium/A007KNV6WX03167_A.jpg?v=1,https://www.bottegaveneta.com/en-us/intrecciato-leather-blouson-tarragon-A007KNV6WX03167.html,https://bottega-veneta.dam.kering.com/asset/6d6d6ab6-ca9a-49bd-8a4d-6dadc438a3c0/Medium/A007KNV6WX03167_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0001_8ecb76cfa516.jpg,8ecb76cfa51666e922e4d8feea7723695b1640ba62e9768b69f46e3c639fe78d,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/6d6d6ab6-ca9a-49bd-8a4d-6dadc438a3c0/Medium/A007KNV6WX03167_A.jpg?v=1""]"
SKU0002,Bottega Veneta,Outerwear,Weathered Leather Shirt,A007T0V6V601059,https://bottega-veneta.dam.kering.com/asset/f89a634a-a1ac-42e1-8f0a-250a493eb575/Medium/A007T0V6V601059_A.jpg?v=2,https://bottega-veneta.dam.kering.com/asset/f89a634a-a1ac-42e1-8f0a-250a493eb575/Medium/A007T0V6V601059_A.jpg?v=2,https://www.bottegaveneta.com/en-us/weathered-leather-shirt-black-brown-A007T0V6V601059.html,https://bottega-veneta.dam.kering.com/asset/f89a634a-a1ac-42e1-8f0a-250a493eb575/Medium/A007T0V6V601059_A.jpg?v=2,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0002_92baa6ba7852.jpg,92baa6ba78528460f5616301e1539ce6a0d2b70d520874d655358c6bfefbe533,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/f89a634a-a1ac-42e1-8f0a-250a493eb575/Medium/A007T0V6V601059_A.jpg?v=2""]"
SKU0003,Bottega Veneta,Outerwear,Satin Nylon Blouson,A000ZAV6C503167,https://www.bottegaveneta.com/en-us/satin-nylon-blouson-tarragon-A000ZAV6C503167.html,,https://www.bottegaveneta.com/en-us/satin-nylon-blouson-tarragon-A000ZAV6C503167.html,https://bottega-veneta.dam.kering.com/asset/f0fbb7e7-b1f5-4fb3-b6ea-59b657768d74/Medium/A000ZAV6C503167_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0003_01f487c4ea51.jpg,01f487c4ea51152710b27a993f5c5ac1cefc4514501ed2b67bea65a0438266fb,,,官网商品页（动态图片）,"[""https://www.bottegaveneta.com/en-us/satin-nylon-blouson-tarragon-A000ZAV6C503167.html"", ""https://bottega-veneta.dam.kering.com/asset/f0fbb7e7-b1f5-4fb3-b6ea-59b657768d74/Medium/A000ZAV6C503167_A.jpg?v=1""]"
SKU0004,Bottega Veneta,Outerwear,Cotton and Nylon Twill Puffer Jacket,A00AF6V6YS02789,https://bottega-veneta.dam.kering.com/asset/a7fa2a18-6537-4f74-9de0-58fe60811a04/Medium/A00AF6V6YS02789_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/a7fa2a18-6537-4f74-9de0-58fe60811a04/Medium/A00AF6V6YS02789_A.jpg?v=1,https://www.bottegaveneta.com/en-us/cotton-and-nylon-twill-puffer-jacket-wenge-A00AF6V6YS02789.html,https://bottega-veneta.dam.kering.com/asset/a7fa2a18-6537-4f74-9de0-58fe60811a04/Medium/A00AF6V6YS02789_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0004_30e2bc355fab.jpg,30e2bc355fab290068a87b3ace164ac35143b39e01d0492e382324c2ff566c78,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/a7fa2a18-6537-4f74-9de0-58fe60811a04/Medium/A00AF6V6YS02789_A.jpg?v=1""]"
SKU0005,Bottega Veneta,Outerwear,Suede Leather Blouson,875155V6QU08207,https://bottega-veneta.dam.kering.com/asset/8934e6f6-3cd4-4a16-93d6-e41fc7aaed9b/Medium/875155V6QU08207_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/8934e6f6-3cd4-4a16-93d6-e41fc7aaed9b/Medium/875155V6QU08207_A.jpg?v=1,https://www.bottegaveneta.com/en-us/suede-leather-blouson-tobacco-875155V6QU08207.html,https://bottega-veneta.dam.kering.com/asset/8934e6f6-3cd4-4a16-93d6-e41fc7aaed9b/Medium/875155V6QU08207_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0005_b275672fef77.jpg,b275672fef771f642ce5b6e8ae357149c321e36f68864f6a3d536bb0695b6e59,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/8934e6f6-3cd4-4a16-93d6-e41fc7aaed9b/Medium/875155V6QU08207_A.jpg?v=1""]"
SKU0006,Bottega Veneta,Outerwear,Papery Leather Blouson,871516V5BW09000,https://bottega-veneta.dam.kering.com/asset/c15f6f3a-a3d8-4e45-bdb7-c01fd527a5ba/Medium/871516V5BW09000_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/c15f6f3a-a3d8-4e45-bdb7-c01fd527a5ba/Medium/871516V5BW09000_A.jpg?v=1,https://www.bottegaveneta.com/en-us/papery-leather-blouson-white-871516V5BW09000.html,https://bottega-veneta.dam.kering.com/asset/c15f6f3a-a3d8-4e45-bdb7-c01fd527a5ba/Medium/871516V5BW09000_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0006_1137fce8b7bd.jpg,1137fce8b7bde22502ea6b6d52ec59c893e76638c6eb0144ee8f9bdf2d7d535a,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/c15f6f3a-a3d8-4e45-bdb7-c01fd527a5ba/Medium/871516V5BW09000_A.jpg?v=1""]"
SKU0007,Bottega Veneta,Outerwear,Prince Of Wales Wool Jacket,A0024VV6NC02207,https://www.bottegaveneta.com/en-us/prince-of-wales-wool-jacket-silt-stucco-melange-A0024VV6NC02207.html,,https://www.bottegaveneta.com/en-us/prince-of-wales-wool-jacket-silt-stucco-melange-A0024VV6NC02207.html,https://bottega-veneta.dam.kering.com/asset/16ecf43e-222a-4811-9f19-dd59f7d3cb1c/Medium/A0024VV6NC02207_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0007_ff41e891843d.jpg,ff41e891843d987e523188822793c635e075787f9d9bcdd3e98a5e7888cef723,,,官网商品页（动态图片）,"[""https://www.bottegaveneta.com/en-us/prince-of-wales-wool-jacket-silt-stucco-melange-A0024VV6NC02207.html"", ""https://bottega-veneta.dam.kering.com/asset/16ecf43e-222a-4811-9f19-dd59f7d3cb1c/Medium/A0024VV6NC02207_A.jpg?v=1""]"
SKU0008,Bottega Veneta,Outerwear,Wool And Mohair Jacket,871422V6O204418,https://bottega-veneta.dam.kering.com/asset/9c288d5c-5ea1-49ab-8d77-6f11bf9cd9f4/Medium/871422V6O204418_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/9c288d5c-5ea1-49ab-8d77-6f11bf9cd9f4/Medium/871422V6O204418_A.jpg?v=1,https://www.bottegaveneta.com/en-us/wool-and-mohair-jacket-blue-gray-melange-871422V6O204418.html,https://bottega-veneta.dam.kering.com/asset/9c288d5c-5ea1-49ab-8d77-6f11bf9cd9f4/Medium/871422V6O204418_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0008_d6044313b5e0.jpg,d6044313b5e0cf58c42c4fa4261840c5195b08e5c4187346f62b6efedd83c278,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/9c288d5c-5ea1-49ab-8d77-6f11bf9cd9f4/Medium/871422V6O204418_A.jpg?v=1""]"
SKU0009,Bottega Veneta,Outerwear,Wool And Cotton Jacket,871427V6NB02512,https://bottega-veneta.dam.kering.com/asset/6f9c8c13-2692-405d-8d83-1f64b6a6f8bd/Medium/871427V6NB02512_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/6f9c8c13-2692-405d-8d83-1f64b6a6f8bd/Medium/871427V6NB02512_A.jpg?v=1,https://www.bottegaveneta.com/en-us/wool-and-cotton-jacket-beige-light-blue-871427V6NB02512.html,https://bottega-veneta.dam.kering.com/asset/6f9c8c13-2692-405d-8d83-1f64b6a6f8bd/Medium/871427V6NB02512_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0009_5567fd25392a.jpg,5567fd25392a23c803c5deeef3b719cd3aeb6dd4792794adcaa6f0089b034ad2,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/6f9c8c13-2692-405d-8d83-1f64b6a6f8bd/Medium/871427V6NB02512_A.jpg?v=1""]"
SKU0010,Bottega Veneta,Outerwear,Wool Grain De Poudre Jacket,871427V66I01010,https://bottega-veneta.dam.kering.com/asset/7c31db82-df0f-43e0-aa05-aed050acbdb0/Medium/871427V66I01010_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/7c31db82-df0f-43e0-aa05-aed050acbdb0/Medium/871427V66I01010_A.jpg?v=1,https://www.bottegaveneta.com/en-us/wool-grain-de-poudre-jacket-double-black-871427V66I01010.html,https://bottega-veneta.dam.kering.com/asset/7c31db82-df0f-43e0-aa05-aed050acbdb0/Medium/871427V66I01010_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0010_a29f4518def1.jpg,a29f4518def13add7c2f6e47778e2a44060309a9a1388b2aec46071ec092a939,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/7c31db82-df0f-43e0-aa05-aed050acbdb0/Medium/871427V66I01010_A.jpg?v=1""]"
SKU0011,Bottega Veneta,Outerwear,Suede Leather Jacket,874930V4LG02135,https://www.bottegaveneta.com/en-us/suede-leather-jacket-intense-carrubo-874930V4LG02135.html,,https://www.bottegaveneta.com/en-us/suede-leather-jacket-intense-carrubo-874930V4LG02135.html,https://bottega-veneta.dam.kering.com/asset/71b1fe60-cabb-41dc-a06b-087366ad1e63/Medium/874930V4LG02135_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0011_12ec70375ce2.jpg,12ec70375ce23a05773720b942f17fd499455eab7e524a4c6bde4943128f62e2,,,官网商品页（动态图片）,"[""https://www.bottegaveneta.com/en-us/suede-leather-jacket-intense-carrubo-874930V4LG02135.html"", ""https://bottega-veneta.dam.kering.com/asset/71b1fe60-cabb-41dc-a06b-087366ad1e63/Medium/874930V4LG02135_A.jpg?v=1""]"
SKU0012,Bottega Veneta,Outerwear,Small Intrecciato Leather Blouson,875155V6AR03476,https://bottega-veneta.dam.kering.com/asset/994a9ad2-bfdf-4d4b-9c30-b348b84be851/Medium/875155V6AR03476_A.jpg?v=1,https://bottega-veneta.dam.kering.com/asset/994a9ad2-bfdf-4d4b-9c30-b348b84be851/Medium/875155V6AR03476_A.jpg?v=1,https://www.bottegaveneta.com/en-us/small-intrecciato-leather-blouson-wader-green-875155V6AR03476.html,https://bottega-veneta.dam.kering.com/asset/994a9ad2-bfdf-4d4b-9c30-b348b84be851/Medium/875155V6AR03476_A.jpg?v=1,downloaded,data\luxury-image-library\images\Bottega Veneta\Outerwear\SKU0012_858e77a892cf.jpg,858e77a892cfe8218559c41693ce6d0e68d150f976225471c6c84c2682c2225f,,,官方CDN主图直链,"[""https://bottega-veneta.dam.kering.com/asset/994a9ad2-bfdf-4d4b-9c30-b348b84be851/Medium/875155V6AR03476_A.jpg?v=1""]"
SKU0013,Balenciaga,Outerwear,Bomber Cape,A009NVTVO032840,https://balenciaga.dam.kering.com/asset/c8ac0ad1-18a2-492b-8903-1964a97ee9bd/Medium/A009NVTVO032840_F.jpg?v=2,https://balenciaga.dam.kering.com/asset/c8ac0ad1-18a2-492b-8903-1964a97ee9bd/Medium/A009NVTVO032840_F.jpg?v=2,https://www.balenciaga.com/en-us/bomber-cape-khaki-A009NVTVO032840.html,https://balenciaga.dam.kering.com/asset/c8ac0ad1-18a2-492b-8903-1964a97ee9bd/Medium/A009NVTVO032840_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0013_17839d528e8e.jpg,17839d528e8e8b715bb0a3ab42297eb51218b94cd51d3777f1bbaacabee7c19c,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/c8ac0ad1-18a2-492b-8903-1964a97ee9bd/Medium/A009NVTVO032840_F.jpg?v=2""]"
SKU0014,Balenciaga,Outerwear,Wrap Jacket,A0097LTBP478975,https://balenciaga.dam.kering.com/asset/1d69187d-2d52-4944-b801-bbb28d4246a0/Medium/A0097LTBP478975_D.jpg?v=1,https://balenciaga.dam.kering.com/asset/1d69187d-2d52-4944-b801-bbb28d4246a0/Medium/A0097LTBP478975_D.jpg?v=1,https://www.balenciaga.com/en-us/wrap-jacket-black-A0097LTBP478975.html,https://balenciaga.dam.kering.com/asset/1d69187d-2d52-4944-b801-bbb28d4246a0/Medium/A0097LTBP478975_D.jpg?v=1,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0014_6e6c34790a6c.jpg,6e6c34790a6c6f1e26b21a34a08d314d0b4fc187ebf0628fc9774546fbfa34c4,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/1d69187d-2d52-4944-b801-bbb28d4246a0/Medium/A0097LTBP478975_D.jpg?v=1""]"
SKU0015,Balenciaga,Outerwear,Round Jacket,A009FCTUS116400,https://balenciaga.dam.kering.com/asset/0e3960de-0903-4849-9754-20ed13929303/Medium/A009FCTUS116400_F.jpg?v=2,https://balenciaga.dam.kering.com/asset/0e3960de-0903-4849-9754-20ed13929303/Medium/A009FCTUS116400_F.jpg?v=2,https://www.balenciaga.com/en-us/round-jacket-red-A009FCTUS116400.html,https://balenciaga.dam.kering.com/asset/0e3960de-0903-4849-9754-20ed13929303/Medium/A009FCTUS116400_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0015_469f4451494c.jpg,469f4451494cb19e7aa01eaf68d8c5133609fc0374bdf6afed9183eb0e79b111,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/0e3960de-0903-4849-9754-20ed13929303/Medium/A009FCTUS116400_F.jpg?v=2""]"
SKU0016,Balenciaga,Outerwear,Round Jacket,A009FCTUS111000,https://balenciaga.dam.kering.com/asset/ea013f36-1323-4fd9-96d4-91c734506f09/Medium/A009FCTUS111000_F.jpg?v=2,https://balenciaga.dam.kering.com/asset/ea013f36-1323-4fd9-96d4-91c734506f09/Medium/A009FCTUS111000_F.jpg?v=2,https://www.balenciaga.com/en-us/round-jacket-black-A009FCTUS111000.html,https://balenciaga.dam.kering.com/asset/ea013f36-1323-4fd9-96d4-91c734506f09/Medium/A009FCTUS111000_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0016_1ba97b40bc4a.jpg,1ba97b40bc4a963200453a20c7663f9b90cc66a68628d18a50cd74519b852013,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/ea013f36-1323-4fd9-96d4-91c734506f09/Medium/A009FCTUS111000_F.jpg?v=2""]"
SKU0017,Balenciaga,Outerwear,Cropped Military Parka,A009Q8TUP132804,https://balenciaga.dam.kering.com/asset/98050b33-038c-40ab-a6ae-1c5fd6d13862/Medium/A009Q8TUP132804_G.jpg?v=1,https://balenciaga.dam.kering.com/asset/98050b33-038c-40ab-a6ae-1c5fd6d13862/Medium/A009Q8TUP132804_G.jpg?v=1,https://www.balenciaga.com/en-us/cropped-military-parka-green-A009Q8TUP132804.html,https://balenciaga.dam.kering.com/asset/98050b33-038c-40ab-a6ae-1c5fd6d13862/Medium/A009Q8TUP132804_G.jpg?v=1,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0017_1b73a4a205f5.jpg,1b73a4a205f5d6dad32a8beb3d388b851c67427a3bb1d8bb86327872072c0b04,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/98050b33-038c-40ab-a6ae-1c5fd6d13862/Medium/A009Q8TUP132804_G.jpg?v=1""]"
SKU0018,Balenciaga,Outerwear,Wrap Collar Blouson,A009FZTUS111000,https://balenciaga.dam.kering.com/asset/62a2dd07-e582-45c2-ae38-73e542cae434/Medium/A009FZTUS111000_F.jpg?v=2,https://balenciaga.dam.kering.com/asset/62a2dd07-e582-45c2-ae38-73e542cae434/Medium/A009FZTUS111000_F.jpg?v=2,https://www.balenciaga.com/en-us/wrap-collar-blouson-black-A009FZTUS111000.html,https://balenciaga.dam.kering.com/asset/62a2dd07-e582-45c2-ae38-73e542cae434/Medium/A009FZTUS111000_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0018_c965e52517dc.jpg,c965e52517dca398b05126d7bf19f94c9bd6d40810543b56a415229e93296d89,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/62a2dd07-e582-45c2-ae38-73e542cae434/Medium/A009FZTUS111000_F.jpg?v=2""]"
SKU0019,Balenciaga,Outerwear,Bodies Fitted Biker Jacket,A002EPTKS451000,https://balenciaga.dam.kering.com/asset/1aae8f87-fa8f-4aab-a86e-f8138b46b0d0/Medium/A002EPTKS451000_F.jpg?v=2,https://balenciaga.dam.kering.com/asset/1aae8f87-fa8f-4aab-a86e-f8138b46b0d0/Medium/A002EPTKS451000_F.jpg?v=2,https://www.balenciaga.com/en-us/bodies-fitted-biker-jacket-black-A002EPTKS451000.html,https://balenciaga.dam.kering.com/asset/1aae8f87-fa8f-4aab-a86e-f8138b46b0d0/Medium/A002EPTKS451000_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0019_00dd155b6b43.jpg,00dd155b6b43182bdc1a4bf8e176e62d8e9eb919d4ada623f0faf1198735b713,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/1aae8f87-fa8f-4aab-a86e-f8138b46b0d0/Medium/A002EPTKS451000_F.jpg?v=2""]"
SKU0020,Balenciaga,Outerwear,Cropped Curved Jacket,A001O8TBP484020,https://www.balenciaga.com/en-us/cropped-curved-jacket-bleach-light-bleu-A001O8TBP484020.html,,https://www.balenciaga.com/en-us/cropped-curved-jacket-bleach-light-bleu-A001O8TBP484020.html,https://balenciaga.dam.kering.com/asset/781995a5-e672-4ecf-8d6f-f1d249cc58cb/Medium/A001O8TBP484020_F.jpg?v=2,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0020_fe7aeebd1840.jpg,fe7aeebd1840724930b5f639854a8ef4e81e71d1d8b8e910e6c233289fe62ee5,,,官网商品页（动态图片）,"[""https://www.balenciaga.com/en-us/cropped-curved-jacket-bleach-light-bleu-A001O8TBP484020.html"", ""https://balenciaga.dam.kering.com/asset/781995a5-e672-4ecf-8d6f-f1d249cc58cb/Medium/A001O8TBP484020_F.jpg?v=2""]"
SKU0021,Balenciaga,Outerwear,Bodies High Collar Tracksuit Jacket,A0029ZTPQ381485,https://balenciaga.dam.kering.com/asset/5ed900c6-e14d-4dbb-ab4b-0f1d1c5ea985/Medium/A0029ZTPQ381485_G.jpg?v=1,https://balenciaga.dam.kering.com/asset/5ed900c6-e14d-4dbb-ab4b-0f1d1c5ea985/Medium/A0029ZTPQ381485_G.jpg?v=1,https://www.balenciaga.com/en-us/bodies-high-collar-tracksuit-jacket-elephant-grey-A0029ZTPQ381485.html,https://balenciaga.dam.kering.com/asset/5ed900c6-e14d-4dbb-ab4b-0f1d1c5ea985/Medium/A0029ZTPQ381485_G.jpg?v=1,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0021_8e3ae5f46626.jpg,8e3ae5f46626176092fca245af4cb7059200f5212dc1d1c06883741be099d9bc,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/5ed900c6-e14d-4dbb-ab4b-0f1d1c5ea985/Medium/A0029ZTPQ381485_G.jpg?v=1""]"
SKU0022,Balenciaga,Outerwear,Cropped Workwear Jacket,A0029PTRP159501,https://balenciaga.dam.kering.com/asset/aa308538-9d69-4b36-a42e-80e7d73f345e/Medium/A0029PTRP159501_F.jpg?v=1,https://balenciaga.dam.kering.com/asset/aa308538-9d69-4b36-a42e-80e7d73f345e/Medium/A0029PTRP159501_F.jpg?v=1,https://www.balenciaga.com/en-us/cropped-workwear-jacket-beige-A0029PTRP159501.html,https://balenciaga.dam.kering.com/asset/aa308538-9d69-4b36-a42e-80e7d73f345e/Medium/A0029PTRP159501_F.jpg?v=1,downloaded,data\luxury-image-library\images\Balenciaga\Outerwear\SKU0022_c195fcd1676d.jpg,c195fcd1676dec70cfc0f174a3445b6d302da4c065b9d8df7e0eeca7d07dba3b,,,官方CDN主图直链,"[""https://balenciaga.dam.kering.com/asset/aa308538-9d69-4b36-a42e-80e7d73f345e/Medium/A0029PTRP159501_F.jpg?v=1""]"
SKU0023,Gucci,Outerwear,Double-breasted GG Canvas Jacket,788558ZAF4S2580,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/blazers-for-women/double-breasted-gg-canvas-jacket-p-788558ZAF4S2580,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/blazers-for-women/double-breasted-gg-canvas-jacket-p-788558ZAF4S2580,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1708104808/788558_ZAF4S_2580_001_100_0000_Light-double-breasted-gg-canvas-jacket.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0023_68c8cdd55e4b.jpg,68c8cdd55e4b2849c39cf51c914c986c1fdfb8b85aaa5427d8e8e804f789c3b3,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/blazers-for-women/double-breasted-gg-canvas-jacket-p-788558ZAF4S2580"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1708104808/788558_ZAF4S_2580_001_100_0000_Light-double-breasted-gg-canvas-jacket.jpg""]"
SKU0024,Gucci,Outerwear,Wool Bouclé Jacket,855758ZAULX5661,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/wool-boucle-jacket-p-855758ZAULX5661,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/wool-boucle-jacket-p-855758ZAULX5661,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1768931105/855758_ZAULX_5661_001_100_0000_Light-wool-boucle-jacket.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0024_5458dfb0a428.jpg,5458dfb0a428a43233e99aab45861e3daabd62d36e0302a4e5914fe7fe9d21e1,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/wool-boucle-jacket-p-855758ZAULX5661"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1768931105/855758_ZAULX_5661_001_100_0000_Light-wool-boucle-jacket.jpg""]"
SKU0025,Gucci,Outerwear,GG Cotton Gabardine Zip Jacket,851889ZAQXT4474,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/gg-cotton-gabardine-zip-jacket-p-851889ZAQXT4474,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/gg-cotton-gabardine-zip-jacket-p-851889ZAQXT4474,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1768586417/851889_ZAQXT_4474_001_100_0000_Light-gg-cotton-gabardine-zip-jacket.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0025_bd16c75129ce.jpg,bd16c75129ce3926d20176e4caf83ff860219b1e01db8583b70603d5fb1257b0,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/gg-cotton-gabardine-zip-jacket-p-851889ZAQXT4474"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1768586417/851889_ZAQXT_4474_001_100_0000_Light-gg-cotton-gabardine-zip-jacket.jpg""]"
SKU0026,Gucci,Outerwear,Crêpe Wool Jacket with Double G Button,864254ZACKN1000,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/crepe-wool-jacket-with-double-g-button-p-864254ZACKN1000,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/crepe-wool-jacket-with-double-g-button-p-864254ZACKN1000,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767643209/864254_ZACKN_1000_001_100_0000_Light-crepe-wool-jacket-with-double-g-button.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0026_6ebdba3b2962.jpg,6ebdba3b2962ffdc89c37147d959284519ef90e76560cddab2bb37e1782e72e4,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/crepe-wool-jacket-with-double-g-button-p-864254ZACKN1000"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767643209/864254_ZACKN_1000_001_100_0000_Light-crepe-wool-jacket-with-double-g-button.jpg""]"
SKU0027,Gucci,Outerwear,Technical Stretch Wool Jacket,864253ZAUPG1000,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/technical-stretch-wool-jacket-p-864253ZAUPG1000,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/technical-stretch-wool-jacket-p-864253ZAUPG1000,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767643207/864253_ZAUPG_1000_001_100_0000_Light-technical-stretch-wool-jacket.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0027_998400029f06.jpg,998400029f0693c218843a987b520531b177123f12da269b498c1fac97f19fa1,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/technical-stretch-wool-jacket-p-864253ZAUPG1000"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767643207/864253_ZAUPG_1000_001_100_0000_Light-technical-stretch-wool-jacket.jpg""]"
SKU0028,Gucci,Outerwear,Check Cotton Tweed Jacket,851888ZAUB69777,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/check-cotton-tweed-jacket-p-851888ZAUB69777,,https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/check-cotton-tweed-jacket-p-851888ZAUB69777,https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767032141/851888_ZAUB6_9777_001_100_0000_Light-check-cotton-tweed-jacket.jpg,downloaded,data\luxury-image-library\images\Gucci\Outerwear\SKU0028_579eb1d433f7.jpg,579eb1d433f79d98be9dac6dbbbe2f6b83cdf16d6f036ac0ce6ac31129f900d2,,,官网商品页（动态图片）,"[""https://www.gucci.com/us/en/pr/women/ready-to-wear-for-women/coats-and-jackets-for-women/jackets-for-women/check-cotton-tweed-jacket-p-851888ZAUB69777"", ""https://media.gucci.com/style/DarkGray_Center_0_0_600x314/1767032141/851888_ZAUB6_9777_001_100_0000_Light-check-cotton-tweed-jacket.jpg""]"
